event-id,visible,timestamp,location-long,location-lat,comments,external-temperature,height-above-ellipsoid,manually-marked-outlier,tag-tech-spec,tag-voltage,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
181892692,true,2007-11-21 20:00:49.000,11.0445542,46.011616,"",9.0,1607.63,,"2.8",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892693,true,2007-11-22 00:00:54.000,11.0447096,46.011421,"",9.0,1609.1,,"1.8",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892694,true,2007-11-22 04:01:17.000,11.0441772,46.0115311,"",9.0,1602.85,,"6.2",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892695,true,2007-11-22 08:02:22.000,11.0473081,46.0084463,"",10.0,1600.35,,"5.2",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892696,true,2007-11-22 12:01:24.000,11.0476806,46.0075558,"",8.0,1630.6,,"8.6",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892697,true,2007-11-22 16:01:41.000,11.0475745,46.0114165,"",10.0,1587.35,,"2.8",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892698,true,2007-11-22 20:01:41.000,11.0466967,46.0120587,"",6.0,1614.32,,"2.8",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892699,true,2007-11-23 00:00:53.000,11.0473875,46.0111863,"",9.0,1630.12,,"4.6",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892700,true,2007-11-23 04:01:09.000,11.0473195,46.0110469,"",9.0,1622.84,,"3.8",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892701,true,2007-11-23 08:01:11.000,11.0482064,46.0108289,"",9.0,1617.05,,"4.2",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892702,true,2007-11-23 12:01:20.000,11.0487458,46.0099134,"",10.0,1579.1,,"6.8",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892703,true,2007-11-23 16:01:46.000,11.0471307,46.0104463,"",11.0,1578.89,,"5",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892704,true,2007-11-23 20:00:53.000,11.0456292,46.0113196,"",10.0,1613.04,,"2.6",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892705,true,2007-11-24 00:01:49.000,11.0449114,46.0121828,"",10.0,1619.08,,"2.8",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892706,true,2007-11-24 04:00:53.000,11.0454145,46.0122901,"",7.0,1614.52,,"2.2",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892707,true,2007-11-24 08:01:23.000,11.0445203,46.0086647,"",9.0,1610.27,,"6.2",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892708,true,2007-11-24 12:01:24.000,11.0445277,46.0087149,"",11.0,1611.82,,"4",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892709,true,2007-11-24 16:01:50.000,11.0455435,46.0064226,"",9.0,1609.06,,"2.4",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892710,true,2007-11-24 20:00:50.000,11.046749,46.0100766,"",9.0,1611.62,,"3",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892711,true,2007-11-25 00:01:17.000,11.0462841,46.0115262,"",10.0,1615.88,,"2.2",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892712,true,2007-11-25 04:00:49.000,11.0467652,46.0109856,"",8.0,1616.91,,"3.2",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892713,true,2007-11-25 08:00:54.000,11.0466831,46.0095312,"",12.0,1609.0,,"2.6",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892714,true,2007-11-25 12:00:54.000,11.0455133,46.0069139,"",16.0,1607.76,,"13.2",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892715,true,2007-11-25 16:01:51.000,11.0442786,46.0085669,"",12.0,1631.88,,"6",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892716,true,2007-11-25 20:01:12.000,11.0454177,46.0094153,"",8.0,1604.76,,"3",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892717,true,2007-11-26 00:00:47.000,11.0468543,46.0097831,"",7.0,1615.32,,"3.4",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892718,true,2007-11-26 04:01:24.000,11.046405,46.0095925,"",5.0,1624.66,,"4.2",3.36,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892719,true,2007-11-26 08:01:48.000,11.0442675,46.0086422,"",11.0,1616.85,,"5",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892720,true,2007-11-26 12:01:24.000,11.0461743,46.0079729,"",9.0,1615.02,,"3",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892721,true,2007-11-26 16:02:12.000,11.0480831,46.0109236,"",7.0,1645.81,,"22.2",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892722,true,2007-11-26 20:01:18.000,11.0467853,46.0114736,"",5.0,1609.01,,"3.8",3.36,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892723,true,2007-11-27 00:00:50.000,11.0437081,46.0128814,"",2.0,1620.54,,"2.2",3.36,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892724,true,2007-11-27 04:01:18.000,11.0426108,46.0131019,"",4.0,1619.12,,"3.6",3.36,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892725,true,2007-11-27 08:00:53.000,11.0438129,46.012065,"",9.0,1609.48,,"3.4",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892726,true,2007-11-27 12:02:11.000,11.0442115,46.0070756,"",7.0,1611.25,,"10.2",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892727,true,2007-11-27 16:01:12.000,11.0474566,46.0096911,"",5.0,1598.78,,"4",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892728,true,2007-11-27 20:01:15.000,11.0469094,46.0103208,"",3.0,1600.7,,"2.8",3.36,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892729,true,2007-11-28 00:00:53.000,11.0454191,46.0112954,"",1.0,1610.08,,"2.2",3.36,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892730,true,2007-11-28 04:01:17.000,11.0430527,46.0122269,"",3.0,1611.57,,"2.2",3.36,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892731,true,2007-11-28 08:03:09.000,11.0461776,46.0068148,"",6.0,1622.56,,"7.6",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892732,true,2007-11-28 12:00:55.000,11.0445058,46.0084061,"",10.0,1596.32,,"9.4",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892733,true,2007-11-28 16:01:23.000,11.0443232,46.0091889,"",6.0,1617.94,,"3",3.36,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892734,true,2007-11-28 20:01:41.000,11.0444648,46.0112142,"",3.0,1604.89,,"4.8",3.36,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892735,true,2007-11-29 00:00:55.000,11.042689,46.0131339,"",4.0,1615.69,,"3.6",3.36,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892736,true,2007-11-29 04:01:23.000,11.0439034,46.0122474,"",4.0,1616.31,,"2.6",3.36,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892737,true,2007-11-29 08:00:53.000,11.0423384,46.0087216,"",7.0,1623.61,,"6.6",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892738,true,2007-11-29 12:00:47.000,11.0447462,46.0084843,"",10.0,1603.22,,"9",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892739,true,2007-11-29 16:01:18.000,11.0458123,46.0095304,"",6.0,1610.47,,"3.4",3.36,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892740,true,2007-11-29 20:00:55.000,11.0462783,46.0094487,"",6.0,1605.34,,"5",3.36,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892741,true,2007-11-30 00:00:56.000,11.0453343,46.0094599,"",7.0,1612.48,,"9.2",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892742,true,2007-11-30 04:00:47.000,11.0443294,46.0099601,"",5.0,1613.01,,"3.2",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892743,true,2007-11-30 08:01:18.000,11.0441999,46.0084448,"",7.0,1610.24,,"4.2",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892744,true,2007-11-30 12:00:48.000,11.0447709,46.0086415,"",10.0,1607.19,,"4.2",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892745,true,2007-11-30 16:00:42.000,11.0438306,46.0085208,"",10.0,1627.1,,"3.6",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892746,true,2007-11-30 20:01:23.000,11.0438201,46.0091378,"",8.0,1628.98,,"7.4",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892747,true,2007-12-01 00:00:54.000,11.0465403,46.0093484,"",7.0,1624.44,,"5.2",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892748,true,2007-12-01 04:01:23.000,11.04663,46.0096735,"",6.0,1625.69,,"2",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892749,true,2007-12-01 08:01:41.000,11.0458272,46.0070844,"",9.0,1628.37,,"4",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892750,true,2007-12-01 12:01:25.000,11.046849,46.0035325,"",9.0,1627.4,,"3",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892751,true,2007-12-01 16:00:54.000,11.0438949,46.0088109,"",6.0,1623.76,,"3.8",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892752,true,2007-12-01 20:01:11.000,11.0432278,46.0104659,"",9.0,1601.8,,"2.8",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892753,true,2007-12-02 00:00:55.000,11.0456468,46.0108171,"",9.0,1612.76,,"4.2",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892754,true,2007-12-02 04:00:55.000,11.0463299,46.0099524,"",8.0,1626.34,,"2.8",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892755,true,2007-12-02 08:00:56.000,11.0467165,46.0071914,"",9.0,1658.59,,"3.2",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892756,true,2007-12-02 12:02:19.000,11.0453748,46.0065145,"",12.0,1640.9,,"2.8",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892757,true,2007-12-02 16:01:41.000,11.0446442,46.0087851,"",9.0,1620.97,,"4",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892758,true,2007-12-02 20:00:55.000,11.0452962,46.0084919,"",7.0,1620.47,,"3.2",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892759,true,2007-12-03 00:00:54.000,11.044453,46.0089981,"",5.0,1612.0,,"3.8",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892760,true,2007-12-03 04:00:49.000,11.0446028,46.0089502,"",6.0,1618.54,,"5.6",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892761,true,2007-12-03 08:01:23.000,11.0467759,46.0077266,"",7.0,1626.17,,"3",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892762,true,2007-12-03 12:00:54.000,11.0454352,46.0084425,"",12.0,1610.48,,"4.4",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892763,true,2007-12-03 16:01:48.000,11.044847,46.0092043,"",7.0,1613.51,,"4.2",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892764,true,2007-12-03 20:02:22.000,11.0440766,46.0098939,"",4.0,1614.55,,"3.2",3.36,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892765,true,2007-12-04 00:00:53.000,11.0449006,46.0111972,"",0.0,1609.49,,"2",3.36,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892766,true,2007-12-04 04:00:50.000,11.0440381,46.0121131,"",2.0,1614.05,,"2.2",3.36,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892767,true,2007-12-04 08:01:52.000,11.0453567,46.0079234,"",6.0,1610.6,,"8.2",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892768,true,2007-12-04 12:02:23.000,11.0462459,46.0067151,"",9.0,1609.63,,"5.8",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892769,true,2007-12-04 16:02:12.000,11.0471006,46.0095813,"",5.0,1609.18,,"3.4",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892770,true,2007-12-04 20:00:56.000,11.0471578,46.0103145,"",5.0,1608.32,,"2.8",3.36,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892771,true,2007-12-05 00:01:11.000,11.0470559,46.0104529,"",3.0,1607.37,,"5",3.36,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892772,true,2007-12-05 04:01:24.000,11.0457018,46.0104706,"",6.0,1616.59,,"6",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892773,true,2007-12-05 08:02:55.000,11.0449775,46.0063885,"",6.0,1628.01,,"2.2",3.36,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892774,true,2007-12-05 12:01:11.000,11.0435182,46.0080541,"",15.0,1609.08,,"6.2",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892775,true,2007-12-05 16:01:18.000,11.0461464,46.0096313,"",7.0,1619.1,,"4.4",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892776,true,2007-12-05 20:01:11.000,11.0463976,46.009461,"",4.0,1613.76,,"3",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892777,true,2007-12-06 00:01:23.000,11.0439841,46.0122482,"",6.0,1607.89,,"3.6",3.36,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892778,true,2007-12-06 04:00:49.000,11.0445363,46.0116875,"",7.0,1611.08,,"3.2",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892779,true,2007-12-06 08:01:41.000,11.044058,46.008552,"",10.0,1620.97,,"2.2",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892780,true,2007-12-06 12:01:15.000,11.0461679,46.0088015,"",12.0,1616.43,,"2.6",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892781,true,2007-12-06 16:01:48.000,11.0458367,46.0086427,"",8.0,1607.06,,"3.6",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892782,true,2007-12-06 20:01:17.000,11.0441028,46.0086895,"",7.0,1618.72,,"4.2",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892783,true,2007-12-07 00:00:47.000,11.0430631,46.0105695,"",12.0,1610.15,,"4.2",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892784,true,2007-12-07 04:00:53.000,11.0446459,46.010965,"",9.0,1608.01,,"3.8",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892785,true,2007-12-07 08:01:11.000,11.0459295,46.0099798,"",11.0,1617.84,,"7.8",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892786,true,2007-12-07 12:00:53.000,11.0461877,46.0087649,"",13.0,1600.9,,"3.6",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892787,true,2007-12-07 16:01:23.000,11.0463373,46.0093201,"",10.0,1609.42,,"4.4",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892788,true,2007-12-07 20:01:24.000,11.0460389,46.0102994,"",9.0,1607.16,,"6.2",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892789,true,2007-12-08 00:01:09.000,11.0455554,46.0114351,"",5.0,1615.93,,"8.6",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892790,true,2007-12-08 04:01:24.000,11.0447331,46.0118351,"",5.0,1613.3,,"2.8",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892791,true,2007-12-08 08:02:51.000,11.0464071,46.0085102,"",7.0,1611.56,,"19.6",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892792,true,2007-12-08 12:01:54.000,11.0467033,46.0079492,"",9.0,1610.61,,"10.2",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892793,true,2007-12-08 16:01:41.000,11.0459927,46.0088457,"",10.0,1608.9,,"3",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892794,true,2007-12-08 20:01:18.000,11.0451041,46.0094803,"",5.0,1618.63,,"3.4",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892795,true,2007-12-09 00:01:24.000,11.0443269,46.0099912,"",6.0,1618.0,,"3.8",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892796,true,2007-12-09 04:01:12.000,11.0464184,46.0103845,"",5.0,1610.54,,"3",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892797,true,2007-12-09 08:01:17.000,11.0456709,46.0073034,"",7.0,1607.65,,"8.2",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892798,true,2007-12-09 12:00:55.000,11.0443856,46.008774,"",6.0,1609.65,,"9.4",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892799,true,2007-12-09 16:01:41.000,11.0460564,46.0088128,"",7.0,1613.83,,"4.2",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892800,true,2007-12-09 20:01:11.000,11.0465958,46.0102172,"",2.0,1595.14,,"2.6",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892801,true,2007-12-10 00:01:14.000,11.0453588,46.0111982,"",4.0,1610.78,,"3.4",3.36,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892802,true,2007-12-10 04:00:53.000,11.0443626,46.0120244,"",5.0,1613.83,,"6.2",3.36,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892803,true,2007-12-10 08:00:49.000,11.0446598,46.0106756,"",9.0,1604.32,,"4",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892804,true,2007-12-10 12:02:11.000,11.0454995,46.007611,"",9.0,1598.26,,"8.2",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892805,true,2007-12-10 16:00:56.000,11.0479573,46.0100936,"",7.0,1569.48,,"7.4",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892806,true,2007-12-10 20:01:17.000,11.0473745,46.0110644,"",7.0,1608.45,,"2.8",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892807,true,2007-12-11 00:00:56.000,11.0449995,46.0121964,"",7.0,1607.89,,"3.2",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892808,true,2007-12-11 04:00:54.000,11.0459228,46.0112867,"",4.0,1606.84,,"8.8",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892809,true,2007-12-11 08:01:23.000,11.0468821,46.0097182,"",6.0,1606.99,,"4.4",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892810,true,2007-12-11 12:03:07.000,,,"",7.0,,,"25.4",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892811,true,2007-12-11 16:00:53.000,11.0463722,46.0094447,"",7.0,1611.33,,"3.4",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892812,true,2007-12-11 20:01:24.000,11.0469376,46.0113945,"",3.0,1610.55,,"2.4",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892813,true,2007-12-12 00:02:12.000,11.0477287,46.0087695,"",7.0,1585.12,,"4.6",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892814,true,2007-12-12 04:01:18.000,11.0469279,46.0094819,"",3.0,1583.71,,"5.4",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892815,true,2007-12-12 08:00:50.000,11.0468267,46.0081981,"",5.0,1621.42,,"5.4",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892816,true,2007-12-12 12:03:06.000,,,"",9.0,,,"25.4",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892817,true,2007-12-12 16:01:42.000,11.0471157,46.0096739,"",7.0,1618.71,,"3.4",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892818,true,2007-12-12 20:01:24.000,11.0473002,46.0096273,"",6.0,1605.63,,"6",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892819,true,2007-12-13 00:00:54.000,11.0466519,46.0096887,"",6.0,1607.38,,"2.8",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892820,true,2007-12-13 04:03:08.000,11.0459711,46.0085851,"",7.0,1606.29,,"4.8",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
181892821,true,2007-12-13 08:01:24.000,11.0477084,46.0094486,"",6.0,1599.8,,"3.2",3.44,"gps","Capreolus capreolus","GSM02927","Decimo (M10)","EuroDeer: Roe deer in Italy 2005-2008"
